Book|Chapter #|Verse #|Verse
Matiyu|1|23|"Ha susūngun awn hambuuk budjang magburus iban magꞌanak siya hambuuk bataꞌ-bataꞌ usug. In bataꞌ-bataꞌ usug ini amuna in pagtawagun Immanwil." (In hāti sin Immanwil, "Yari in Tuhan limamud kātuꞌniyu.") 
Matiyu|1|24|Na, pagbatiꞌ hi Yusup iyagad niya in baytaꞌ sin malāikat kaniya. Tiyaunan niya na hi Mariyam. 
Matiyu|1|25|Sumagawaꞌ walaꞌ siya naghulid kay Mariyam ha salugay walaꞌ pa siya nagꞌanak. Pagꞌanak hi Mariyam, ngiyānan hi Yusup in bataꞌ-bataꞌ usug hi Īsa.
Matiyu|2|1|Manjari in hi Īsa piyagꞌanak duun ha kawman sin Baytlaham, ha hulaꞌ Yahudiya, ha waktu sin pagsultan hi Sultan Hirud. Bukun mawgay awn dimatung manga tau dayn ha subangan mawn pa Awrusalam (Baytal Makdis). In manga tau ini ilmuan, amu in nangangadjiꞌ pasal sin manga bituun ha langit. 
Matiyu|2|2|Pagdatung nila pa Awrusalam (Baytal Makdis), magtūy sila nangasubu, laung nila, "Ha unu in sultan sin manga bangsa Yahudi amu in baꞌgu piyagꞌanak? Kītaꞌ namuꞌ gimuwaꞌ dayn ha subangan in bituun amu in tandaꞌ sin piyagꞌanak na siya. Hangkan miyari kami mamudji kaniya." 
Matiyu|2|3|Pagdungug hi Sultan Hirud sin pasal ini miyugaꞌ tuud siya sambil da isab sin katān tau ha Awrusalam (Baytal Makdis). 
Matiyu|2|4|Piyatawag hi Sultan Hirud in katān manga nakuraꞌ kaimaman iban sin manga guru saraꞌ agama. Pagꞌubus ampa niya sila iyasubu, laung niya, "Ha unu hipagꞌanak in Almasi?" 
Matiyu|2|5|In sambung nila, "Didtu ha Baytlaham, ha hulaꞌ Yahudiya, karnaꞌ in yan kiyabaytaꞌ hi Nabi (Mikas) ha lawm Kitab, amu agi,
Matiyu|2|6|'Kamu manga tau ha kawman Baytlaham ha hulaꞌ Yahudiya,minsan in kawman niyu asibiꞌ, in kamu, tau mataas,sabab awn gumuwaꞌ dayn kaniyu hambuuk nakuraꞌamu in magꞌiipat ha manga tau ku, amu in bangsa Israil biyaꞌ sapantun tau magꞌiipat bili-bili.'"(Amu yan in kiyasulat sin nabi ha lawm Kitab.) 
Matiyu|2|7|Pagdungug hi Hirud sin bihādtu, magtūy niya piyakawaꞌ in manga bisita dayn ha subangan dāhun niya magbichara ha wayruun makaingat tau dugaing. Pagdatung nila mawn, iyasubu sila hi Hirud bang kaꞌnu nila tuud tagnaꞌ kītaꞌ in bituun. Sakali kiyabaytaan mayan siya sin manga bisita, 
Matiyu|2|8|piyakadtu niya sila pa Baytlaham iban laung niya kanila, "Kadtu kamu iban lawaga niyu marayaw in bataꞌ-bataꞌ. Iban bang niyu siya kabaakan na, balik kamu magtūy, baytai niyu aku bat isab aku makakadtu mamudji kaniya." 
Matiyu|2|9-10| Pagꞌubus sin sultan nagbichara, miyanaw na in manga tau dayn ha subangan. Ha saꞌbu pa sila miyamanaw, kītaꞌ nila isab nagbalik in bituun amu in bakas kītaꞌ nila didtu ha hulaꞌ nila ha subangan. Pagkitaꞌ nila, landuꞌ tuud sila kiyūgan. Miyanaw in bituun ha unahan nila ampa himundung ha lugal kiyabubutangan sin bataꞌ-bataꞌ. 
Matiyu|2|11|Simūd sila pa lawm bāy. Pagsūd nila, kītaꞌ nila in bataꞌ-bataꞌ iban sin inaꞌ niya hi Mariyam. Simujud sila ampa nila piyudji in bataꞌ-bataꞌ. Iyukab nila na in manga darāhan nila iban piyanghulmat nila na mawn pa bataꞌ-bataꞌ in bulawan, kamanyan, iban ubat mahalgaꞌ pagtawagun "mira". 
Matiyu|2|12|Na, ha sūng nila muwiꞌ pa hulaꞌ nila, limabay sila dayn ha dugaing dān sabab asal sila biyandaan sin Tuhan ha lawm tagainup nila, diꞌ sila pabalikun madtu kan Hirud. 
Matiyu|2|13|Pagꞌīg nila, awn hambuuk malāikat diyaak sin Tuhan nagpakitaꞌ mawn kan Yusup ha lawm tagainup niya. Namung in malāikat kaniya, amu agi, "Bangun kaw ampa mu dāha in bataꞌ-bataꞌ iban sin inaꞌ niya maguy pa hulaꞌ Misir, iban ayaw kamu mīg dayn didtu ha salugay diꞌ ta kamu baytaan paīgun. Karnaꞌ in bataꞌ-bataꞌ yan hipalawag hi Hirud hipapatay." 
Matiyu|2|14|Magtūy hi Yusup nagbangun. Sin dūm da yadtu diyā niya magtūy in bataꞌ-bataꞌ iban sin inaꞌ pa hulaꞌ Misir. 
Matiyu|2|15|Duun na sila himulaꞌ ha Misir sampay miyatay hi Hirud. Na, dayn duun nabunnal in baytaꞌ sin Tuhan kiyabaytaꞌ hi Nabi (Husiyas), amu agi, "Piyauwiꞌ ku in Anak ku dayn ha hulaꞌ Misir." 
Matiyu|2|16|Manjari ha waktu buhiꞌ pa hi Sultan Hirud, pagꞌingat niya sin iyakkalan siya sin manga tau ilmuan nanibaw dayn ha subangan, diyugalan tuud siya. Magtūy siya nagdaak hipapatay in katān bataꞌ-bataꞌ usug ha kawman Baytlaham sampay pa manga dugaing kawman ha pangdaig niya, dayn ha umul duwa tahun sampay pa manga baꞌgu piyagꞌanak sabab giyantaꞌ niya na dayn ha pagbaytaꞌ sin manga tau dayn ha subangan, bang kaꞌnu nila tagnaꞌ kītaꞌ in bituun. 
Matiyu|2|17|Na, nabunnal tuud in bakas bichara hi Nabi Irmiyas, laung niya, 
Matiyu|2|18|"Karungugan in tingug ha dāira Rama,tingug sin pagtangis iban pagsilawak.Duun in manga panubuꞌ hi Rakiya nagmamatay ha manga anak nila.Diꞌ sila mabayaꞌ ūūhunsabab miyatay in manga anak nila." 
Matiyu|2|19|Manjari miyatay mayan hi Hirud, nagpakitaꞌ na isab nagbalik in malāikat diyaak sin Tuhan mawn kan Yusup ha lawm tagainup, duun ha hulaꞌ Misir. 
Matiyu|2|20|Amu agi sin malāikat, "Bangun kaw ampa mu dāha in bataꞌ-bataꞌ iban inaꞌ niya magbalik pa hulaꞌ Israil, sabab in manga tau amu in mabayaꞌ mamatay ha bataꞌ-bataꞌ miyatay na." (Na, amu yadtu in pamung sin malāikat kan Yusup.) 
Matiyu|2|21|Pagbangun hi Yusup, magtūy niya diyā in bataꞌ-bataꞌ iban sin inaꞌ nagbalik pa hulaꞌ Israil. 
Matiyu|2|22|Sagawaꞌ, pagdungug hi Yusup sin hi Arkilas in nakagantiꞌ nagsultan ha amaꞌ niya hi Hirud ha hulaꞌ Yahudiya, miyugaꞌ hi Yusup magbalik madtu. Hangkan himarap sila madtu pa hulaꞌ Jalil, karnaꞌ biyaꞌ da isab ha yan in baytaꞌ kaniya ha lawm tagainup niya. 
Matiyu|2|23|Pagdatung nila pa hulaꞌ Jalil, duun sila himulaꞌ ha kawman Nasarit. Na, nabunnal tuud isab in baytaꞌ sin manga kanabihan pasal hi Īsa Almasi, laung nila, "In siya tawagun hambuuk tau Nasarit."
Matiyu|3|1|Manjari ha waktu yadtu hi Yahiya amu in Mangliliguꞌ miyawn nagnasīhat pa hulaꞌ Yahudiya, duun ha hulaꞌ paslangan mahunit paghulaan. 
Matiyu|3|2|Laung niya ha manga tau, "Pagtawbati niyu na in manga dusa niyu sabab masuuk na dumatung mari in pamarinta sin Tuhan." 
Matiyu|3|3|Bang paamuhun, hi Yahiya ini amuna in tau piyagꞌiyan hi Nabi Isayas, laung niya,"Awn hambuuk tau ha lawm hulaꞌ paslangan mahunit paghulaan. Manawag-tawag siya ha manga tau, amu agi niya,'Parayawa niyu iban pabuntula niyu in dān sabab masuuk na lumabay in Panghuꞌ.' " 
Matiyu|3|4|In tamungun hi Yahiya ini hīnang dayn ha bulbul untaꞌ iban nagsasabitan siya pais sapiꞌ, iban in pagkaunun niya hambuuk ginis sin ampan dulu iban gulaꞌ pussukan. 
Matiyu|3|5|Na, miyawn in manga tau dayn ha Awrusalam (Baytal Makdis) iban dayn ha katilingkal sin hulaꞌ Yahudiya iban na dayn ha katān hulaꞌ ha katilibut sin Subaꞌ Jurdan dimungug kan Yahiya. 
Matiyu|3|6|Miyawn sila kaniya nagsabunnal sin manga dusa nila, iban nagpaliguꞌ na sila kan Yahiya duun ha Subaꞌ Jurdan. 
Matiyu|3|7|Sagawaꞌ pagkitaꞌ hi Yahiya mataud manga tau agad ha parhimpunan sin Parisi iban agad ha parhimpunan sin Sadduki in miyawn kaniya nagpaliguꞌ, laung niya kanila, "In kamu yan panipu! Magpabawꞌ-bawꞌ sadja kamu mabuntul, sagawaꞌ bingkuk in lawm atay niyu. Na, in pangannal niyu makapuas kamu dayn ha murkaꞌ sin Tuhan amu in masuuk na dumatung bang kamu magpaliguꞌ? 
Matiyu|3|8|Bang kamu diꞌ tuud mabayaꞌ pagmurkaan sin Tuhan pakitaan niyu dayn ha kawl-piil niyu marayaw sin piyagtawbatan niyu na tuud in manga dusa niyu. 
Matiyu|3|9|Ayaw kamu magpikil sin diꞌ kamu kugdanan sin murkaꞌ sin Tuhan sawkat kamu panubuꞌ hi Ibrahim sabab baytaan ta kamu, minsan in manga batu ini mapapanjari sin Tuhan tau, hinangun panubuꞌ hi Ibrahim higantiꞌ kaniyu. 
Matiyu|3|10|In kamu yan biyaꞌ sapantun kahuy masuuk na pilaun sin kapa, tibtibun dayn ha gamut niya. Na sasukuꞌ sin kahuy amu in diꞌ magbunga marayaw tantu pilaun da ampa hilaruk pa lawm kāyu. 
Matiyu|3|11|"In aku ini mangliguꞌ kaniyu sin tubig ha supaya awn tandaꞌ sin piyagtawbatan niyu na in manga dusa niyu. Sagawaꞌ awn hambuuk sumunud kākuꞌ dumatung mari labi mataas dayn kākuꞌ. Diꞌ aku minsan tūpun dumā sin tawmpaꞌ niya. Siya yan in magpatulun sin Rū sin Tuhan pa kaibanan tau amu in biyaꞌ sapantun hipangliguꞌ kanila, iban siya da isab in magparatung murkaꞌ pa kaibanan. 
Matiyu|3|12|Biyaꞌ siya sin hambuuk tau magtahap iban maghawan sin pāy bakas piyaggiikan niya. Pagꞌubus ampa niya hitawꞌ in unud ha pagtatawꞌan niya. Hāti in apa iban sin manga kaput, hilaruk pa lawm kāyu diꞌ magkapūng kasaumulan." 
Matiyu|3|13|Manjari ha waktu yadtu nākawn hi Īsa pa Subaꞌ Jurdan dayn ha hulaꞌ Jalil. Miyawn siya nagpaliguꞌ kan Yahiya. 
Matiyu|3|14|Sagawaꞌ diꞌ mabayaꞌ hi Yahiya mangliguꞌ kaniya. Laung hi Yahiya "Tuwan, maytaꞌ ikaw pa in mari kākuꞌ magpaliguꞌ? Gām mayan subay aku in liguun mu." 
Matiyu|3|15|Sagawaꞌ in sambung hi Īsa kaniya, "Kadtui na. Ligua na aku bihaun. Matūp da kaw mangliguꞌ kākuꞌ ha supaya maagad katān in kabayaan sin Tuhan." Na, timaayun na hi Yahiya. Līguꞌ na hi Yahiya hi Īsa. 
Matiyu|3|16|Naubus mayan siya līguꞌ, minīg na siya dayn ha tubig. Pagꞌīg niya, magtūy naukab in lawang langit. Kītaꞌ niya in Rū sin Tuhan nagpasalupa assang nanaug dayn ha langit ampa timapuꞌ mawn kaniya. 
Matiyu|3|17|Pagꞌubus awn nagsuwara dayn ha langit, amu agi, "Amuna ini in Anak ku kalasahan ku. Siya in makasulut tuud kākuꞌ."
Matiyu|4|1|Manjari diyā timukad hi Īsa sin Rū sin Tuhan madtu pa hulaꞌ paslangan mahunit paghulaan. Hangkan siya diyā madtu, ha supaya siya sasatun sin Iblis. 
Matiyu|4|2|Ha lawm sin kaꞌpatan adlaw iban kaꞌpatan dūm wayruun hangsulag kakaun in nakaun niya. Na, pagꞌubus yadtu hiyapdiꞌ na siya. 
Matiyu|4|3|Sakali kiyawn na tuud siya sin Mananasat yaun, amu agi kaniya, "Bang kaw bunnal amuna in Anak Tuhan, daaka in manga batu ini mahinang kakaun." 
Matiyu|4|4|Sagawaꞌ in sambung hi Īsa, "Kiyasulat ha lawm Kitab in Parman sin Tuhan, amu agi, 'In mānusiyaꞌ diꞌ mabuhiꞌ sin kakaun sadja, sagawaꞌ in makabuhiꞌ tuud kanila amuna in katān Parman sin Tuhan.'" 
Matiyu|4|5|Pagꞌubus yadtu diyā hi Īsa sin Iblis madtu pa Awrusalam (Baytal Makdis) amu in pagtawagun Dāira Suchi, piyasakat pa puntuk sin Bāy sin Tuhan. 
Matiyu|4|6|Na, laung sin Iblis kan Īsa, "Bang kaw bunnal amuna in Anak Tuhan, tugpaꞌ kaw dayn ha taas ini pa babaꞌ, sabab kiyasulat ha lawm Kitab, amu agi,'Daakun sin Tuhan in manga malāikat niya magjaga kaymu.Tayakun nila kawha supaya in siki mu diꞌ kumugdan pa manga batu.'" 
Matiyu|4|7|Laung hi Īsa kaniya, "Sagawaꞌ kiyasulat da isab ha lawm Kitab, amu agi, 'Subay niyu diꞌ dustaun in Tuhan, amu in Panghuꞌ niyu.'" 
Matiyu|4|8|Pagꞌubus yadtu diyā na isab sin Iblis hi Īsa madtu pa puntuk būd ampa piyakitaꞌ kaniya in katān kahulaꞌ-hulaan ha lawm dunya, amu in hipuꞌ sin katān daya iban kawasa. 
Matiyu|4|9|Laung sin Iblis kan Īsa, "In katān yan hirihil ku kaymu bang kaw sumujud sumumba kākuꞌ." 
Matiyu|4|10|Laung hi Īsa kaniya, "Īg kaw dayn dī, Saytan Puntukan! Kiyasulat ha lawm Kitab, amu agi, 'Subay hambuuk-buuk Tuhan, Panghuꞌ niyu in sumbahun iban pagtagꞌīpunan niyu.'" 
Matiyu|4|11|Pagꞌubus yadtu minīg na in Iblis, amu in Saytan Puntukan. Pagꞌīg niya, miyawn na in manga malāikat timabang kan Īsa. 
Matiyu|4|12|Manjari diyungug mayan hi Īsa sin najīl hi Yahiya amu in mangliliguꞌ, miyadtu siya pa hulaꞌ Jalil. 
Matiyu|4|13|Walaꞌ na siya himulaꞌ duun ha Nasarit, sagawaꞌ miyadtu siya himulaꞌ pa Kapirnaum, hambuuk kawman ha higad Dagat Jalil ha hulaꞌ Sibulun iban hulaꞌ Naptali. 
Matiyu|4|14|Na, dayn duun nabunnal in kiyabichara hi Nabi Isayas, laung niya, 
Matiyu|4|15|"In hulaꞌ Sibulun iban hulaꞌ Naptali,amu in dapit pa dagat ha hansipak sin Subaꞌ Jurdan,amu in pagtawagun da isab Jalil, amu in paghulaan sin bangsa ginisan! 
Matiyu|4|16|In manga tau ha manga hulaꞌ yan bakas sila biyaꞌ hantang ha lawm katigidluman,saꞌ makakitaꞌ na sila kasawahan amu in landuꞌ masilak.Bakas sila awam, biyaꞌ sapantun ha lawm katigidluman iban mabugaꞌ sila mapatay,saꞌ bihaun awn na kasawahan sin pamikil nila." 
Matiyu|4|17|Dayn ha waktu yadtu timagnaꞌ na nagnasīhat hi Īsa. Laung niya ha manga tau, "Pagtawbati niyu na in manga dusa niyu, sabab masuuk na dumatung mari in pamarinta sin Tuhan." 
Matiyu|4|18|Manjari, ha saꞌbu niya miyamanaw ha higad sin dagat pagngānan Dagat Jalil, kītaꞌ niya in duwa magtaymanghud magꞌiistaꞌ, hi Simun amu in pagngānan da isab Pitrus, iban sin taymanghud niya hi Andariyas. Duun in duwa magtaymanghud nanglalaya istaꞌ ha dagat. 
Matiyu|4|19|Laung hi Īsa kanila, "Manga bagay, agad kamu mari kākuꞌ. In piyaghulas-sangsaan niyu bihaun, magꞌistaꞌ, saꞌ hinduan ta kamu bang biyaꞌdiin maghulas-sangsaꞌ dumā ha mānusiyaꞌ pagkahi niyu magad kākuꞌ." 
Matiyu|4|20|Na, saruun-duun biyutawanan nila in laya nila ampa sila miyagad kan Īsa. 
Matiyu|4|21|Limanjal na sila sin panaw nila. Sakali kītaꞌ hi Īsa in duwa magtaymanghud hi Yaꞌkub kay Yahiya, manga anak hi Sibidi. Yaun sila iban sin amaꞌ nila hi Sibidi ha taas kumpit asibiꞌ nagdarayaw sin laya nila. Tiyawag sila hi Īsa. 
Matiyu|4|22|Saruun-duun binīn nila in amaꞌ nila iban sin kumpit asibiꞌ, ampa sila miyagad kan Īsa. 
Matiyu|4|23|Na, liyatag hi Īsa piyanaw in katilibut sin hulaꞌ Jalil. Nanghinduꞌ siya ha manga tau ha manga lawm langgal. Nagnasīhat siya sin Baytaꞌ Marayaw pasal sin pamarinta sin Tuhan iban napauliꞌ niya in indaginis lamma iban sakit sin manga tau. 
Matiyu|4|24|Na, magtūy natanyag in hinang niya pa katān hulaꞌ ha katilingkal Siriya. Hangkan diyā na mawn kaniya in manga tau imuukuy sin indaginis sakit, siyusūd saytan, biyababuy-babuy iban nagpapatay in baran. In manga tau kiyugdan sin manga sakit ini napauliꞌ hi Īsa katān. 
Matiyu|4|25|Pakain-pakain siya manaw, mataud tuud tau in miyamagad imuurul kaniya, manga tau dayn ha hulaꞌ Jalil, dayn ha hulaꞌ pagtawagun Hangpuꞌ Dāira, dayn ha Awrusalam (Baytal Makdis), dayn ha Yahudiya iban dayn ha hulaꞌ ha hansipak sin Subaꞌ Jurdan.
Matiyu|5|1|Manjari pagkitaꞌ hi Īsa mataud tau in imuurul kaniya, timukad siya pa taas būd-būd ampa siya limingkud. Paglingkud niya, nagtipun ha katilibut niya in manga mulid niya. 
Matiyu|5|2|Na, timagnaꞌ na siya nagnasīhat, laung niya, 
Matiyu|5|3|"Hisiyu-siyu in magkahagad, sin kagunahan niya tuud in tabang sin Tuhan, dakulaꞌ in karayawan niya,sabab ha lawm siya sin pamarinta sin Tuhan! 
Matiyu|5|4|Hisiyu-siyu in magkasusahan sabab sin manga kangīan ha lawm dunya, dakulaꞌ in karayawan niya,sabab tantu tabangun tuud siya sin Tuhan! 
Matiyu|5|5|Hisiyu-siyu in mababaꞌ in pangatayan niya, dakulaꞌ in karayawan niya,sabab mataymaꞌ niya in kiyajanjiꞌ kaniya sin Tuhan. 
Matiyu|5|6|Hisiyu-siyu in mabayaꞌ tuud umādil in atay niya, dakulaꞌ in karayawan niya,sabab dūlan siya sin Tuhan. Umādil siya. 
Matiyu|5|7|Hisiyu-siyu in maluuy ha pagkahi niya, dakulaꞌ in karayawan niya,sabab kaluuyan da isab siya sin Tuhan! 
Matiyu|5|8|Hisiyu-siyu in mabuntul in itikad niya pa Tuhan, dakulaꞌ in karayawan niya,sabab makapagkitaꞌ siya iban Tuhan ha susūngun! 
Matiyu|5|9|Hisiyu-siyu in makapasulut ha pagkahi niya, dakulaꞌ in karayawan niya,sabab simupu siya ha Tuhan, amu in magpasulut ha manga mānusiyaꞌ. 
Matiyu|5|10|Hisiyu-siyu in nabibinsanaꞌ pasal sin pagꞌagad niya sin kabayaan sin Tuhan, dakulaꞌ in karayawan niya,sabab in siya ha lawm pamarinta sin Tuhan! 
Matiyu|5|11|"In kamu isab, bang kamu guraꞌ-guraun iban binasahun iban hinangan kamu bichara sin katān ginisan puting sin manga tau sabab miyamagad kamu kākuꞌ, dakulaꞌ in karayawan niyu. 
Matiyu|5|12|Pagkūg-kuyag tuud kamu, sabab awn tungbas dakulaꞌ tiyatagama kaniyu didtu ha surgaꞌ. Biyaꞌ da isab ha yan in manga kanabihan sin nakauna yadtu, piyagbinasa sin manga tau pagkahi nila." 
Matiyu|5|13|Iban laung pa isab hi Īsa, "In manga kamu agad kākuꞌ biyaꞌ kamu sapantun asin amu in makaparayaw sin kahālan sin katān. Karnaꞌ in asin amu in makaparayaw sin kakaun. Sagawaꞌ in asin bang maīg na in kaasin niya way na dapat paasinun magbalik. Wayruun na yan kapūsan niya. Hangkan hibugit na yan pa dān, paggiikan na sin manga tau. 
Matiyu|5|14|"Iban biyaꞌ da isab kamu sin sapantun ilaw dumihil kasawahan ha katilingkal dunya. Na, in ilaw diꞌ hikatapuk. Biyaꞌ da yan sapantun sin dāira nakabutang ha taas būd-būd, amu in tantu kakitaan sadja sin manga tau katān. 
Matiyu|5|15|Wayruun tau magsūꞌ sin ilaw niya, pagꞌubus ampa niya sauban sin pastan. Gām mayan hibutang niya ha taas sin pagbubutangan ilaw ha supaya makarihil sawa pa tau katān ha lawm bāy. 
Matiyu|5|16|Damikkiyan, biyaꞌ da isab ha yan in hantang niyu. Subay kamu dumihil kasawahan pa manga mānusiyaꞌ. Hāti niya pakitaan niyu pa manga tau in manga hinang niyu marayaw, ha supaya nila sanglitun in Amaꞌ niyu ha surgaꞌ, amu in Tuhan. 
Matiyu|5|17|"Ayaw kamu magpikil sin in maksud ku miyari umīg sin saraꞌ agama piyanaug dayn kan Musa iban sin hinduꞌ sin manga kanabihan. Walaꞌ aku miyari umīg ha yan, sagawaꞌ miyari aku dumihil kasabunnalan sin manga hinduꞌ yan. 
Matiyu|5|18|Ini in tumtuma niyu! In saraꞌ agama diꞌ tuud manjari pahil-pahilun. Ha salugay masi pa in langit iban dunya iban walaꞌ pa naawn in katān kiyabaytaꞌ ha lawm saraꞌ agama, na wayruun minsan hambuuk batang sulat atawa baris sin manga saraꞌ agama in maīg. 
Matiyu|5|19|Hangkan hisiyu-siyu in lumanggal sin saraꞌ agama minsan saraꞌ amu in biyaꞌ way tantu, iban manghinduꞌ ha kaibanan lumanggal da isab sin saraꞌ, na siya in mababaꞌ tuud ha lawm pamarinta sin Tuhan. Sagawaꞌ hisiyu-siyu in magkahagad sin saraꞌ agama iban manghinduꞌ ha kaibanan kumahagad sin saraꞌ, awn kalagguan niya ha lawm pamarinta sin Tuhan. 
Matiyu|5|20|Baytaan ta kamu, bang in pagtaat niyu pa Tuhan diꞌ da lumabi dayn ha pagtaat sin manga guru sin saraꞌ agama iban sin manga Parisi, na, wayruun palsukuan niyu ha lawm pamarintahan sin Tuhan. 
