Book|Chapter #|Verse #|Verse
Mateo|3|14|Si Juan indi kuntani magbautiso sa iya nga nagasiling, "Ako ang dapat magpabautiso sa imo, kag ikaw pa karon ang nagpalapit sa akon?" 
Mateo|3|15|Pero si Jesus nagsabat sa iya, "Sa subong, sigi lang. Kay sa sini nga paagi ginatuman ta ang tanan nga ginapaabot sang Dios." Dayon nagpasugot si Juan. 
Mateo|3|16|Gani ginbautisohan si Jesus. Sa gilayon sang pagtakas niya sa tubig, nag-abri ang langit kag nakita niya ang Espiritu sang Dios nga nagkunsad subong sang isa ka pating kag naghapon sa iya. 
Mateo|3|17|Kag may tingog gikan sa langit nga nagsiling, "Amo ini ang hinigugma ko nga Anak nga akon gid nahamut-an."
Mateo|4|1|Dayon si Jesus gindala sang Espiritu Santo sa desierto agod sulayon sang Yawa. 
Mateo|4|2|Sa tapos ang kwarenta ka adlaw kag kwarenta ka gab-i nga pagpuasa, si Jesus gingutom. 
Mateo|4|3|Ang Yawa nagpalapit sa iya kag nagsiling, "Kon ikaw ang Anak sang Dios, sugoa ining mga bato nga mangintinapay." 
Mateo|4|4|Pero si Jesus nagsabat, "Ang kasulatan nagasiling, 'Indi lamang sa tinapay mabuhi ang tawo, kundi sa tagsa ka pulong nga ginahambal sang Dios.'" 
Mateo|4|5|Dason gindala sang Yawa si Jesus sa Jerusalem, ang Balaan nga Siudad kag ginpatindog sia sa pinakamataas nga bahin sang Templo, 
Mateo|4|6|kag nagsiling ang Yawa sa iya, "Kon ikaw ang Anak sang Dios, lukso ka paidalom, kay ang kasulatan nagasiling,'Ang Dios magasugo sa iya mga anghel sa pagbantay sa imo,bayawon ka nila sa ila mga kamot,agod nga indi masamad ang imo mga tiil sa mga bato.'" 
Mateo|4|7|Si Jesus nagsabat, "Pero ang kasulatan nagasiling man, 'Indi mo pagsulayon ang Ginoo nga imo Dios.'" 
Mateo|4|8|Dason gindala pa gid sang Yawa si Jesus sa isa ka tama ka taas nga bukid, kag ginpakita sa iya ang tanan nga mga ginharian sang kalibutan kag ang kadayawan sini. 
Mateo|4|9|Ang Yawa nagsiling, "Ini tanan ihatag ko sa imo kon magluhod ka kag magsimba sa akon." 
Mateo|4|10|Si Jesus nagsabat, "Palayo ka, Satanas! Ang kasulatan nagasiling, 'Magsimba ka sa Ginoo nga imo Dios, kag sia lamang ang imo alagaron!'" 
Mateo|4|11|Dayon ang Yawa nagbiya kay Jesus, kag ang mga anghel nag-abot kag nag-alagad sa iya. 
Mateo|4|12|Sang mabatian ni Jesus nga ginbilanggo si Juan, nagkadto sia sa Galilea. 
Mateo|4|13|Naghalin sia sa Nazaret kag nagkadto sa pag-estar sa Capernaum, ang banwa sa higad sang Linaw sang Galilea nga sakop sang Zabulon kag Neftali. 
Mateo|4|14|Nahanabo ini agod matuman ang ginsiling ni Isaias nga propeta: 
Mateo|4|15|"Kamo nga mga taga-Zabulon, kamo nga mga taga-Neftali,sa dalan padulong sa baybayon, sa tabok sang Jordan.Galilea, ang duta sang mga Hentil! 
Mateo|4|16|Ang mga tawo nga nagakabuhi sa kadudulmanmakakita sang daku nga kapawa.Sa mga nagaestar sa madulom nga duta sang kamatayonang kapawa magasilak." 
Mateo|4|17|Halin sadto nga tion si Jesus nagsugod sa pagpangwali nga nagasiling, "Magbiya kamo sa inyo mga sala tungod kay ang Ginharian sang langit malapit na!" 
Mateo|4|18|Sang nagalakat si Jesus sa higad sang Linaw sang Galilea, nakita niya ang duha ka mag-utod nga mangingisda. Sila amo sanday Simon nga ginatawag Pedro kag si Andres nga iya utod nga nagaladlad sang ila pukot sa pagpangisda. 
Mateo|4|19|Si Jesus nagsiling sa ila, "Upod kamo sa akon kay tudloan ko kamo sa pagpangisda sang mga tawo." 
Mateo|4|20|Sa gilayon ginbayaan nila ang ila mga pukot kag nag-upod sa iya. 
Mateo|4|21|Naglakat pa gid si Jesus sa unhan kag nakita naman niya ang duha ka mag-utod nga amo sanday Santiago kag Juan nga mga anak ni Zebedeo. Didto sila sa ila sakayan kaupod sang ila amay nga si Zebedeo nga nagaaman sang ila mga pukot. Gintawag sila ni Jesus, 
Mateo|4|22|kag sa gilayon ginbayaan nila ang ila sakayan kag ang ila amay kag nag-upod sila kay Jesus. 
Mateo|4|23|Si Jesus naglibot sa bug-os nga Galilea, nagpanudlo sa ila mga sinagoga, nagwali sang Maayong Balita nahanungod sang Ginharian, kag nagpang-ayo sang tanan nga sahi sang mga masakit kag balatian sang mga tawo. 
Mateo|4|24|Ang balita nahanungod kay Jesus naglapnag sa bug-os nga duta sang Siria, sa bagay nga gindala nila sa iya ang tanan nga mga nagaantos sang nagkalainlain nga mga balatian kag masakit: ang mga ginagamhan sang mga demonyo, ang mga kuyapon kag ang mga paralitiko. Gin-ayo sila tanan ni Jesus. 
Mateo|4|25|Nag-upod kay Jesus ang madamo nga mga tawo nga naghalin sa Galilea, sa Decapolis, sa Jerusalem, sa Judea kag sa duta sa tabok sang Jordan.
Mateo|5|1|Sang makita ni Jesus ang madamo nga mga tawo nga nagasunod sa iya, nagtaklad sia sa bukid. Sang nakapungko sia, nagpalapit sa iya ang iya mga gintuton-an, 
Mateo|5|2|kag nagsugod sia sa pagtudlo sa ila sang masunod: 
Mateo|5|3|"Malipayon ang mga nagakilala nga sila nagakinahanglan sang Dios,kay ila ang Ginharian sang langit! 
Mateo|5|4|"Malipayon ang mga nagakasubo,kay pagalipayon sila sang Dios! 
Mateo|5|5|"Malipayon ang mga mapainuboson,kay magabaton sila sang ginsaad sang Dios! 
Mateo|5|6|"Malipayon ang may daku nga handom sa paghimo sang ginapaabot sang Dios,kay ang Dios magahatag sing katumanan sina nga handom! 
Mateo|5|7|"Malipayon ang mga maluloy-on,kay pagakaluoyan man sila sang Dios! 
Mateo|5|8|"Malipayon ang may putli nga tagipusoon,kay makita nila ang Dios! 
Mateo|5|9|"Malipayon ang nagapaluntad sang paghidait sa tunga sang mga tawo,kay ang Dios magatawag sa ila nga iya mga anak! 
Mateo|5|10|"Malipayon ang mga ginahingabot tungod kay ginahimo nila ang ginapaabot sang Dios sa ila,kay ila ang Ginharian sang langit! 
Mateo|5|11|"Malipayon kamo kon ang mga tawo magpasipala kag maghingabot kag magbutangbutang sa inyo tungod kay kamo sumolunod ko. 
Mateo|5|12|Magkalipay kag maghinugyaw kamo, tungod kay daku ang inyo balos sa langit. Kay amo ini nga paghingabot ang naaguman sang mga propeta nga nauna sa inyo. 
Mateo|5|13|"Kaangay kamo sang asin para sa mga tawo. Pero kon ang asin indi na maarat, wala na sing paagi nga mapaarat pa ini. Wala na ini sing pulos kundi itampok sa dalan kag tapakon sang mga tawo. 
Mateo|5|14|"Kaangay kamo sang kapawa para sa kalibutan. Ang siudad nga napatindog sa ibabaw sang bakulod indi matago. 
Mateo|5|15|Wala sing tawo nga nagasindi sing suga nga takloban man lang niya ini sang sulokban, kundi ginabutang niya ini sa tulongtungan agod maiwagan ang tanan nga yara sa balay. 
Mateo|5|16|Subong man dapat ninyo pasigahon ang inyo kapawa sa mga tawo agod makita nila ang inyo maayo nga mga binuhatan, kag magadayaw sila sa inyo Amay nga yara sa langit. 
Mateo|5|17|"Indi kamo maghunahuna nga nag-abot ako sa pagdula sang Kasugoan ni Moises kag sang mga ginpanudlo sang mga propeta. Wala ako mag-abot sa pagdula sini, kundi sa pagdala sang katumanan sini. 
Mateo|5|18|Dumdoma ninyo ini! Samtang may langit pa kag duta, wala sing bisan isa ka kudlit ukon labing diutay nga bahin sang Kasugoan nga pagadulaon tubtob nga matuman ang tanan. 
Mateo|5|19|Gani, ang bisan sin-o nga maglapas sang pinakadiutay sang mga kasugoan kag magpanudlo sa iban sa paglapas man, manginlabing kubos sa Ginharian sang langit. Pero ang bisan sin-o nga magtuman sang Kasugoan kag magtudlo sa iban sa pagtuman man, mangindaku sa Ginharian sang langit. 
Mateo|5|20|Gani nagasiling ako sa inyo nga sarang lang kamo makasulod sa Ginharian sang langit, kon ang inyo katutom sa pagtuman sang ginapaabot sang Dios sa inyo, maglabaw pa sang sa katutom sang mga manunodlo sang Kasugoan kag sang mga Fariseo. 
Mateo|5|21|"Inyo nabatian ang ginsiling sang una sa inyo mga katigulangan, 'Indi ka magpatay sang tawo. Ang bisan sin-o nga makapatay pagadalhon sa hukmanan.'
Mateo|5|22|Pero karon nagasiling ako sa inyo nga ang bisan sin-o nga nagakaakig sa iya utod, pagadalhon sa hukmanan, kag ang bisan sin-o nga nagapakalain sa iya utod, sa pagsiling sa iya, 'Hoy, waay ka pulos!' pagadalhon sa Pinakamataas nga Hukmanan, kag ang bisan sin-o nga nagasiling sa iya utod, 'Hoy, buang!' may katalagman nga magpaimpierno. 
Mateo|5|23|Gani kon nagahalad ikaw sang imo dulot sa altar kag dira madumdoman mo nga ang imo utod may aligutgot sa imo, 
Mateo|5|24|bayai anay ang imo dulot sa atubangan sang altar. Maglakat ka kag sa gilayon magpakighusay sa imo utod, kag ugaling magbalik ka kag maghalad sang imo dulot sa Dios. 
Mateo|5|25|"Kon may tawo nga magsumbong sa imo sa hukmanan, magpakighusay ka sa iya samtang may tion pa kag wala pa kamo makakadto sa hukmanan, kay kon didto na kamo, iya ikaw itugyan sa hukom kag ang hukom magatugyan sa imo sa gwardya, kag isulod ka sa bilangguan. 
Mateo|5|26|Nagasiling ako sa imo, magapabilin ka didto tubtob mabayaran mo ang tanan mo nga multa. 
Mateo|5|27|"Nabatian ninyo ang ginsiling sang una, 'Indi kamo magpanginbabayi ukon magpanginlalaki.'
Mateo|5|28|Pero karon nagasiling ako sa inyo: ang bisan sin-o nga nagatulok sa babayi kag nagahandom sa pagpakighilawas sa iya, nakapakasala na sang pagpanginbabayi sa iya tagipusoon. 
Mateo|5|29|Gani kon ang imo tuo nga mata, manginkabangdanan sang imo pagpakasala lukata ini kag ihaboy! Mas maayo pa nga madula ang isa ka bahin sang imo lawas sang sa itagbong ang imo bug-os nga lawas sa impierno. 
Mateo|5|30|Kon ang imo tuo nga kamot manginkabangdanan sang imo pagpakasala, utda ini kag ihaboy! Mas maayo pa nga madula ang isa ka bahin sang imo lawas sang sa itagbong ang imo bug-os nga lawas sa impierno. 
Mateo|5|31|"Nasiling pa gid, 'Ang bisan sin-o nga magbulag sa iya asawa, kinahanglan maghatag sia sa iya asawa sang papeles sang pagbulagay.'
Mateo|5|32|Pero karon nagasiling ako sa inyo: ang bisan sin-o indi magbulag sa iya asawa luas lamang sa kabangdanan nga sia nagpanginlalaki. Kon bulagan sia, ang iya bana amo ang may salabton nga sia nagpanginlalaki, subong nga ang bisan sin-o nga tawo nga nagpangasawa sa iya nakasala sa pagpanginbabayi. 
Mateo|5|33|"Inyo man nabatian ang ginsiling sa mga tawo sang una, 'Indi ka magsumpa sang indi mo man lang pagtumanon, kundi tumanon mo ang imo ginsumpa sa Ginoo.'
Mateo|5|34|Pero karon nagasiling ako sa inyo: indi kamo magsumpa kon magsaad kamo. Indi kamo magsumpa nga nagasiling, 'Saksi ko ang langit,' kay amo ini ang trono sang Dios, 
Mateo|5|35|ukon magsiling, 'Saksi ko ang duta,' kay amo ini ang tulongtungan sang iya mga tiil, ukon magsiling, 'Saksi ko ang Jerusalem,' kay amo ini ang siudad sang gamhanan nga Hari. 
Mateo|5|36|Indi ka man magpanumpa nga nagasiling, 'Bisan utdan pa ako sang ulo,' tungod kay indi ikaw makapaputi ukon makapaitom sang bisan isa lang ka nahot nga buhok. 
Mateo|5|37|Magsiling lang kamo 'Huo' ukon 'Indi' kay ang bisan ano pa nga dugang sini, nagagikan sa Yawa. 
Mateo|5|38|"Nabatian ninyo ang ginsiling, 'Kon lukaton niya ang imo mata, lukata man ang iya, kag kon bingawon niya ang imo ngipon, bingawa man ang iya.'
Mateo|5|39|Pero karon nagasiling ako sa inyo: indi kamo magtimalos sa nagabuhat sing malain sa inyo. Kon tampaon ka sa imo tuo nga guya, itaya man ang imo pihak nga guya sa iya. 
Mateo|5|40|Kon may tawo nga magsumbong sa imo sa korte sa tuyo nga kuhaon niya ang imo bayu, ihatag man sa iya pati ang imo kunop. 
Mateo|5|41|Kag kon piliton ka ni bisan sin-o nga yara sa gahom sa pagpas-an sang iya karga sing isa ka kilometro, pas-ana ini sing duha ka kilometro. 
Mateo|5|42|Kon may magpangayo sa imo, hatagi sia, kag kon may maghulam sa imo, pahulama sia. 
Mateo|5|43|"Inyo nabatian ang ginsiling, 'Higugmaa ang imo mga abyan, kag dumti ang imo mga kaaway.'
Mateo|5|44|Pero karon nagasiling ako sa inyo: higugmaa ang inyo mga kaaway, kag magpangamuyo kamo para sa mga nagahingabot sa inyo, 
Mateo|5|45|agod mangin-anak kamo sang inyo Amay nga yara sa langit. Kay pareho lang nga ginapasilak niya ang adlaw sa malain kag maayo nga mga tawo, kag nagahatag sia sing ulan sa mga matarong kag mga di-matarong. 
Mateo|5|46|Ti ngaa gid abi nga ang Dios maghatag sa inyo sing balos kon ang inyo ginahigugma amo man lang ang mga tawo nga nagahigugma sa inyo? Bisan ang mga manugsukot sang buhis nagahimo man sina! 
Mateo|5|47|Kag kon ang ginabugno ninyo ang inyo man lang mga abyan, pinasahi gid bala ina? Bisan ang mga di-diosnon nagahimo sina! 
Mateo|5|48|Gani, dapat magmanginhimpit kamo, subong nga ang inyo Amay sa langit himpit."
Mateo|6|1|"Mag-andam kamo nga indi magpakitakita sa mga tawo sang inyo maayo nga ginahimo. Kay kon magpakitakita kamo wala na kamo sing balos sa inyo Amay nga yara sa langit. 
Mateo|6|2|"Gani kon ikaw magpanglimos, indi mo ini pag-ipanugidsugid subong sang ginahimo sang mga tawo nga salimpapaw sa mga sinagoga kag sa mga dalan. Ginahimo nila ini agod nga ang mga tawo magdayaw sa ila. Dumdoma ninyo ini! Nabaton na nila ang ila balos. 
Mateo|6|3|Pero kon magbulig ka sa tawo nga nagakinahanglan, himua nga bisan ang imo mahirop nga abyan indi makahibalo, 
Mateo|6|4|kundi ikaw gid lang. Kag ang imo Amay nga nagatan-aw sang imo ginahimo sa tago magabalos sa imo. 
Mateo|6|5|"Kon magpangamuyo kamo, indi kamo magmanginkaangay sa mga tawo nga hipokrito! Luyag sila magpangamuyo nga nagatindog sa mga sinagoga kag sa mga ginsang-an sang mga dalan, agod nga makita sila sang mga tawo. Dumdoma ninyo ini! Nabaton na nila ang ila balos. 
Mateo|6|6|Pero kon magpangamuyo ka, sulod ka sa imo kwarto, sirahi ang pwertahan kag magpangamuyo ka sa imo Amay nga indi makita. Kag ang imo Amay nga nagatan-aw sang imo ginahimo sa tago magabalos sa imo. 
Mateo|6|7|"Sa inyo pagpangamuyo indi kamo maggamit sang madamo nga mga pulong nga wala sing pulos subong sang ginahimo sang mga pagano, nga nagahunahuna nga pagapamatian sila sang ila mga dios tungod kay malawig ang ila mga pangamuyo. 
Mateo|6|8|Indi kamo magmanginkaangay sa ila, kay ang inyo Amay nakahibalo na sang inyo kinahanglan sa wala pa kamo makapangayo sa iya. 
Mateo|6|9|Gani magpangamuyo kamo sing subong sini:'Amay namon nga yara sa langit,pasidunggan ang imo balaan nga ngalan; 
Mateo|6|10|kabay ang imo paghari magsugod,kabay matuman ang imo kabubot-on sa duta subong sang sa langit. 
Mateo|6|11|Hatagi kami sa sini nga adlaw sang kalan-on nga amon kinahanglanon, 
Mateo|6|12|Patawara kami sang amon mga sala,subong nga ginapatawad man namon ang mga nakasala sa amon. 
Mateo|6|13|Indi kami pagdalha sa mabudlay nga pagtilaw,kundi luwasa kami sa Malaut. 
Mateo|6|14|"Kay kon ginapatawad ninyo ang mga nakasala sa inyo, ang inyo Amay sa langit magapatawad man sa inyo. 
Mateo|6|15|Pero kon wala ninyo ginapatawad ang mga nakasala sa inyo, ang inyo Amay sa langit indi man magpatawad sa inyo. 
Mateo|6|16|"Kag kon magpuasa kamo, indi kamo magpakita nga masinulob-on kamo subong sang ginahimo sang mga hipokrito, kay luyag sila magpakita sa ila guya sang kagutom agod ang mga tawo makahibalo nga sila nagapuasa. Dumdoma ninyo ini! Nabaton na nila ang ila balos. 
Mateo|6|17|Pero kon magpuasa kamo, magpanghilam-os kag magpanghusay kamo, 
Mateo|6|18|agod nga ang iban nga mga tawo indi makahibalo nga nagapuasa kamo, kundi ang inyo lamang Amay nga indi makita. Kag ang inyo Amay nga nagatan-aw sang inyo ginahimo sa tago magabalos sa inyo. 
Mateo|6|19|"Indi kamo magtipon sing mga manggad para sa inyo kaugalingon diri sa duta, sa diin ang mga sapatsapat kag ang tuktok makaut-ot kag ang mga makawat makasulod sa pagpangawat. 
Mateo|6|20|Sa baylo, magtipon kamo sing mga manggad sa langit, sa diin wala sing sapatsapat kag tuktok nga makaut-ot kag ang mga makawat indi makasulod sa pagpangawat. 
Mateo|6|21|Kay kon diin ang inyo manggad didto man ang inyo tagipusoon. 
Mateo|6|22|"Ang mga mata kasubong sang suga sa lawas. Kon ang imo mga mata maayo, ang imo bug-os nga lawas puno sang kapawa. 
Mateo|6|23|Pero kon ang imo mga mata indi maayo, ang imo bug-os nga lawas yara sa kadudulman. Gani kon ang kapawa nga yara sa imo manginkadudulman, daw ano pa gid kadulom ina nga kadudulman! 
