Book|Chapter #|Verse #|Verse
San Mateo|2|8|Iti kasta, imbaonna ida idiay Betlehem ket imbilinna kadakuada, "Inkay sapulen a naimbag ti ubing; no masapulanyo, ipakaammoyonto kaniak tapno innak met agdaydayaw kenkuana." 
San Mateo|2|9-10| Pimmanawda ket idi addada iti dalan, nakitada manen daydi bituen a nagparang idiay daya. Idi makitada, anian a ragsakda, anian a rag-oda! Indaldalanna ida agingga a nagsardeng iti ngatoen ti balay a yan ti ubing. 
San Mateo|2|11|Simrekda iti balay ket nakitada ti ubing ken ni Maria nga inana. Nagparintumengda a nagrukbab kenkuana. Kalpasanna, inruarda dagiti sagsagutda a balitok, insenso ken mirra ket indatonda kenkuana. 
San Mateo|2|12|Idi agawidda iti ilida, sabalin a dalan ti nagnaanda ta iti tagtagainep, pinakdaaran ida ti Dios a didan agsubli ken ni Herodes. 
San Mateo|2|13|Kalpasan ti ipapanaw dagiti mamasirib, nagparang ken ni Jose ti maysa nga anghel ti Apo, iti maysa a tagtagainep. Kinunana, "Bumangonka; inka ipakni dagiti agina idiay Egipto. Agyankayo sadiay agingga't ibagak a pumanawkayo. Ta sapulento ni Herodes ti ubing tapno papapatayna." 
San Mateo|2|14|Bimmangon ni Jose, innalana dagiti agina ket nagrubbuatda iti dayta a rabii a napan idiay Egipto. 
San Mateo|2|15|Nagyanda sadiay agingga't ipapatay ni Herodes.Naaramid daytoy tapno matungpal ti insao ti Apo babaen iti profeta, "Manipud Egipto inayabak ti anakko." 
San Mateo|2|16|Napalalo a pungtot ni Herodes idi madlawna a sinikapan dagiti mamasirib. Iti kasta, imbilinna a mapapatay amin nga ubbing a lallaki nga agtawen iti dua wenno nababbaba iti ili a Betlehem ken kadagiti kabangibangna. Naibatay daytoy nga aramid iti kinuna dagiti sangaili maipapan iti panagparang ti bituen. 
San Mateo|2|17|Natungpal ngarud ti impadto ni profeta Jeremias: 
San Mateo|2|18|"Idiay Rama, nangngeg ti panagikkis,Dungdung-aw ken nasaem a sangsangit;Dungdung-awan ni Raquel dagiti annakna,Agsangsangit ket dina kayat ti maliwliwa,Ta natayda amin a padapada." 
San Mateo|2|19|Kalpasan a natay ni Herodes, nagparang iti tagtagainep ti maysa nga anghel ti Apo ken ni Jose idiay Egipto. 
San Mateo|2|20|"Bumangonka," kinuna ti anghel. "Yawidmon dagiti agina iti daga ti Israel. Natayen dagiti nagpanggep a mangpapatay iti ubing." 
San Mateo|2|21|Bimmangon ngarud ni Jose. Innalana dagiti agina ket nagsublida idiay Israel. 
San Mateo|2|22|Ngem idi nadamag ni Jose a ni Arkelao nga anak ni Herodes ti simmukat nga ari ti Judea, nagbuteng a mapan sadiay. Babaen iti tagtagainep, napakdaaran manen ni Jose ket napan iti probinsia ti Galilea. 
San Mateo|2|23|Nagtaeng iti ili a maawagan iti Nazaret. Iti kasta, natungpal ti kinuna dagiti profeta, "Maawaganto iti Nazareno."
San Mateo|3|1|Iti dayta a tiempo, napan ni Juan a Mammuniag idiay let-ang ti Judea ket nangaskasaba. 
San Mateo|3|2|"Agbabawikayo kadagiti basbasolyo," kinunana, "agsipud ta asidegen ti Pagarian ti langit." 
San Mateo|3|3|Ni Juan ti kayat a sawen ni profeta Isaias idi kinunana,"Idiay let-ang, adda mangipukpukkaw:'Isaganayo ti dalan ti Apo,Pasayaatenyo ti pagnaanna!'" 
San Mateo|3|4|Naabel a dutdot ti kamelio ti kawes ni Juan. Sinturon a lalat ti barikesna. Dudon ken diro ti taraonna. 
San Mateo|3|5|Napan kenkuana dagiti tattao a naggapu idiay Jerusalem ken entero a probinsia ti Judea, agraman amin a dagdaga iti agsumbangir iti karayan Jordan. 
San Mateo|3|6|Nagbabawida a silalatak kadagiti basbasolda ket binuniagan ida ni Juan idiay karayan Jordan. 
San Mateo|3|7|Idi makita ni Juan dagiti adu a Fariseo ken Saduceo tapno agpabuniagda kenkuana, kinunana kadakuada: "Dakayo a kaputotan ti uleg, siasino ti nangibaga a malisianyo ti dusa a dandanin idissuor ti Dios? 
San Mateo|3|8|Ipakitayo babaen iti aramidyo a nagbabawikayon kadagiti basbasolyo. 
San Mateo|3|9|Diyo ipagarup a makalisikayo iti panagkunayo, 'Uray ta amami ni Abraham.' Ibagak kadakayo a kabaelan ti Dios a pagbalinen dagitoy a bato nga annak ni Abraham. 
San Mateo|3|10|Naisaganan ti wasay a pangpukan kadagiti kayo agingga iti ramut; mapukan ket maipuor amin a kayo a di agbunga iti nasayaat. 
San Mateo|3|11|Buniagankayo iti danum kas pakakitaan ti panagbalbaliwyo. Ngem ti umay a sumarsaruno kaniak buniagannakayto iti Espiritu Santo ken iti apuy. Dakdakkel ti pannakabalinna ngem siak; diak pay maikari a mangbitbit iti sandaliasna. 
San Mateo|3|12|Adda kenkuana ti bigao a pangtaep iti irik. Urnongen ken idulinnanto ti irikna iti kamalig; ngem puorannanto ti taep iti apuy a di maiddep." 
San Mateo|3|13|Dimteng ni Jesus idiay Jordan a naggapu idiay Galilea tapno pabuniagan ken ni Juan. 
San Mateo|3|14|Ngem kayat a lapdan ni Juan ket kinunana ken Jesus, "Siak koma ti rebbengna a buniagam, ngem apay nga umayka kaniak?" 
San Mateo|3|15|"Bay-am a maaramid ita daytoy tapno matungpalta ti amin a pagayatan ti Dios," insungbat ni Jesus.Immanamong ngarud ni Juan. 
San Mateo|3|16|Apaman a nabuniagan ni Jesus, simmang-at a dagus manipud iti danum ket adtoy, naglukat kenkuana ti langit. Nakitana ti Espiritu ti Dios a bumabbaba a kas maysa a kalapati ket nagdisso kenkuana. 
San Mateo|3|17|Ket kinuna ti maysa a timek a naggapu sadi langit, "Daytoy ti dungdungngoek nga Anak a pakaragsakak unay."
San Mateo|4|1|Ti Espiritu inturongna ni Jesus idiay let-ang tapno sulisogen ti Diablo. 
San Mateo|4|2|Kalpasan ti uppat a pulo nga aldaw ken rabii a saanna a pannangan, nabisinan ni Jesus. 
San Mateo|4|3|Immasideg kenkuana ti Diablo ket kinunana, "No sika ti Anak ti Dios, pagbalinem a tinapay dagitoy a bato." 
San Mateo|4|4|Ngem insungbat ni Jesus, "Kuna ti Nasantoan a Surat, 'Saan laeng a tinapay ti pagbiag ti tao no di pay ket ti tunggal balikas nga aggapu iti Dios.'" 
San Mateo|4|5|Ti Diablo inturongna ni Jesus iti Nasantoan a Siudad ket impanna iti kangatoan a paset ti Templo, 
San Mateo|4|6|sana kinuna, "No sika ti Anak ti Dios, tumappuakka man, agsipud ta kuna ti Nasantoan a Surat,'Bilinento ti Dios dagiti anghelesna a mangaywan kenka:TapayaendakantoTapno uray dagiti sakam saan a madunor iti bato.'" 
San Mateo|4|7|Ngem insungbat ni Jesus, "Kuna met ti Nasantoan a Surat, 'Dimo sulisogen ti Apo a Diosmo.'" 
San Mateo|4|8|Impan ti Diablo iti nakangatngato a bantay ket impakitana kenkuana dagiti amin a pagarian ditoy lubong, agraman dayagda. 
San Mateo|4|9|"Itedko kenka amin dagitoy," kinuna ti Diablo, "no agparintumeng ken agdaydayawka kaniak." 
San Mateo|4|10|Insungbat ni Jesus, "Pumanawka, Satanas! Kuna ti Nasantoan a Surat, 'Agdaydayawka iti Apo a Diosmo ket isu laeng ti pagserbiam.'" 
San Mateo|4|11|Iti kasta, pimmanaw ti Diablo. Dimteng dagiti angheles ket nagserbida ken ni Jesus. 
San Mateo|4|12|Idi nadamag ni Jesus a naibalud ni Juan, nagsubli idiay Galilea. 
San Mateo|4|13|Saan a nagtaeng idiay Nazaret. Napan ketdi nagnaed idiay Capernaum, maysa nga ili iti igid ti Dan-aw ti Galilea, iti sakup dagiti daga ti Zabulon ken Neftali. 
San Mateo|4|14|Naaramid daytoy tapno matungpal ti impadto ni profeta Isaias: 
San Mateo|4|15|"Daga ti Zabulon, ken daga ti Neftali,Iti sibay ti dan-aw, iti ballasiw ti Jordan,Galilea a pagnaedan dagiti Hentil! 
San Mateo|4|16|Dagiti tattao nga agnaed iti kasipngetanNakitada ti naraniag a lawag!Ket kadagiti agnaed iti nasipnget a daga ni patayNagraniag ti lawag!" 
San Mateo|4|17|Manipud iti dayta a tiempo, rinugian ni Jesus ti nangasaba: "Agbabawikayo kadagiti basbasolyo, agsipud ta asidegen ti Pagarian ti langit." 
San Mateo|4|18|Idi magmagna ni Jesus iti igid ti Dan-aw ti Galilea, nakitana dagiti agkabsat a mangngalap, ni Simon (a managan Pedro) ken ni Andres. Iwaywayatda idi ti iketda idiay dan-aw. 
San Mateo|4|19|"Surotendak ket pagbalinenkayto a mangngalap kadagiti tao," kinuna ni Jesus kadakuada. 
San Mateo|4|20|Pinanawanda a dagus dagiti iketda ket simmurotda kenkuana. 
San Mateo|4|21|Intuloy ni Jesus ti nagna ket nakitana ti sabali pay nga agkabsat, da Santiago ken Juan nga annak ni Zebedeo. Siluluganda iti bangka agraman ni Zebedeo ket isagsaganada dagiti iketda. Inayaban ni Jesus ida. 
San Mateo|4|22|Dagus a pinanawanda ti amada ken ti bangka ket simmurotda ken ni Jesus. 
San Mateo|4|23|Sinursor ni Jesus ti amin a paset ti Galilea. Nangisursuro iti uneg dagiti sinagogada. Inkaskasabana ti Naimbag a Damag maipapan iti Pagarian. Nangag-agas kadagiti nadumaduma a saksakit ken sagsagabaen dagiti tattao. 
San Mateo|4|24|Nagdinamag ni Jesus iti entero a daga ti Siria. Impan dagiti tattao kenkuana dagiti addaan iti nadumaduma a saksakit ken an-annayen: dagiti linuganan dagiti demonio, dagiti agkiskissiw, ken dagiti paralitiko. Pinaimbag amin ida ni Jesus. 
San Mateo|4|25|Simmurot kenkuana dagiti adu a tattao a naggapu idiay Galilea, Decapolis, Jerusalem, Judea ken dagiti dagdaga iti ballasiw ti Jordan.
San Mateo|5|1|Idi makita ni Jesus dagiti adu a tattao, simmang-at iti bantay. Nagtugaw, ket immasideg kenkuana dagiti adalanna. 
San Mateo|5|2|Insurona ida.Kinunana: 
San Mateo|5|3|"Nagasat dagiti mangbigbig a napanglawda iti imatang ti Dios, ta kukuada ti Pagarian ti Langit. 
San Mateo|5|4|"Nagasat dagiti agladingit, ta liwliwaento ida ti Dios. 
San Mateo|5|5|"Nagasat dagiti napakumbaba, ta maitedto kadakuada ti daga. 
San Mateo|5|6|"Nagasat dagiti nasged ti tarigagayda a mangtungpal iti pagayatan ti Dios, ta mapnekdanto. 
San Mateo|5|7|"Nagasat dagiti manangngaasi, ta kaasianto ida ti Dios. 
San Mateo|5|8|"Nagasat dagiti nadalus ti panagpuspusoda, ta makitadanto ti Dios. 
San Mateo|5|9|"Nagasat dagiti mamagkakappia, ta managandanto nga annak ti Dios. 
San Mateo|5|10|"Nagasat dagiti maidadanes gapu iti panangtungpalda iti pagayatan ti Dios, ta kukuada ti Pagarian ti Langit. 
San Mateo|5|11|"Nagasatkayo no mapabpabainan, maidaddadanes ken mapadpadakeskayo gapu kaniak. 
San Mateo|5|12|Agrag-o ken agragsakkayo, agsipud ta dakkel ti gunggonayo sadi langit. Ta kastoy ti panangidadanes dagiti tattao kadagiti profeta nga immun-una ngem dakayo." 
San Mateo|5|13|"Dakayo ti pannakaasin dagiti amin a tattao. Ngem no timmamnayen ti asin, saanen a mapaapgad. Awan serserbinan, no di ket maibelleng ken mapaypayatan. 
San Mateo|5|14|"Dakayo ti pannakasilaw ti lubong. Saan a mailinged ti ili a nabangon iti rabaw ti maysa a bantay. 
San Mateo|5|15|Awan ti tao a manggangat iti pagsilawan sana kaluban. Iparabawna ketdi iti nairanta a pagsaadanna tapno aglawag kadagiti amin a tattao nga adda iti balay. 
San Mateo|5|16|Masapul a kasta met ti panaglawag ti silawyo iti imatang dagiti tattao, tapno makitada dagiti naimbag nga aramidyo ket idaydayawda ni Amayo sadi langit." 
San Mateo|5|17|"Diyo ipagarup nga umayko waswasen ti Linteg ni Moises ken dagiti pannursuro dagiti profeta. Diak immay tapno waswasek dagitoy no di ket tapno ibanagko ida. 
San Mateo|5|18|Laglagipenyo a bayat ti panagpaut ti langit ken daga, dinto mapukaw ti uray maysa a tulnek wenno kabassitan a paset ti Linteg, agingga a matungpalda amin. 
San Mateo|5|19|Isut' gapuna a ti mangsalungasing iti kabassitan kadagiti bilbilin ken mangisungsong kadagiti dadduma nga agsalungasing met, isunto ti kanumoan iti Pagarian ti Langit. Ngem ti siasinoman nga agtungpal iti Linteg ken mangisuro pay kadagiti sabali tapno agtungpalda met, isunto ti natan-ok iti Pagarian ti Langit. 
San Mateo|5|20|Ngarud, ibagak kadakayo: makastrekkayto iti Pagarian ti Langit no napaspasnek ti panagtulnogyo iti pagayatan ti Dios ngem ti panagtungpal dagiti Fariseo ken dagiti mamaestro iti Linteg." 
San Mateo|5|21|"Nangngegyo a naisao kadagiti tattao idi un-unana: 'Dika mamapatay. Siasinoman a pumatay, maidarum.'
San Mateo|5|22|Ngem ita, ibagak kadakayo a siasinoman a makapungtot iti kabsatna, maisaklangto iti ukom. Siasinoman nga agkuna iti kabsatna: 'Awan serserbim,' maisaklang iti Sanhedrin; ket ti agkuna iti kabsatna, 'Maagka,' sungbatannanto idiay infierno. 
San Mateo|5|23|Ngarud, no mangidatagka iti datonmo iti altar, ket malagipmo nga adda gura kenka ni kabsatmo, 
San Mateo|5|24|ibatim ti datonmo iti sango ti altar; umuna pay nga inka makikappia ken ni kabsatmo sakanto agsubli a mangidatag iti datonmo. 
San Mateo|5|25|"No adda mangidarum kenka, makiaregloka nga umuna kenkuana sakbay a mayuli ti darum. Ta no saan, isaklangnaka iti ukom, ket ti ukom yawatnaka iti guardia a mangipupok kenka iti pagbaludan. 
San Mateo|5|26|Ibagak kenka nga idiaymonto agingga a mabayadam ti amin a multam." 
San Mateo|5|27|"Nangngegyo a naisao: 'Dika makikamalala.'
San Mateo|5|28|Ngem ita, ibagak kadakayo a ti siasinoman a mangmatmat iti maysa a babai, ket gartemanna, iti pusona nakabasolen iti pannakikamalala. 
San Mateo|5|29|Ngarud, no ti makannawan a matam ti pakaigapuan ti panagbasolmo, suatem samo ibelleng. Nasaysayaat a mapukaw ti maysa a paset ti bagim ngem ti amin a bagim a maitappuak iti infierno. 
San Mateo|5|30|Ket no ti makannawan nga imam ti pakaigapuan ti panagbasolmo, putdem samo ibelleng. Nasaysayaat nga awan ti maysa a takkiagmo ngem ti sibubukel a bagim a maitappuak iti infierno." 
San Mateo|5|31|"Naisao pay: 'Siasinoman a lalaki a mangisina iti asawana, masapul nga ikkanna iti kasuratan ti panagsina.'
San Mateo|5|32|Ngem ita, ibagak kadakayo a no ti lalaki isinana ti asawana, idinto a sipupudno kenkuana ti babai, mapabasol dayta a lalaki iti pannakikamalala ti asawana no makiasawa manen. Kasta met a makabasol iti pannakikamalala ti mangasawa iti naisina a babai." 
San Mateo|5|33|"Nangngegyo met a naisao kadagiti tattao idi un-unana, 'Dimo paglikudan ti karim, ngem tungpalem dagiti sinapataam iti Apo nga aramiden.'
San Mateo|5|34|Ngem ita, ibagak kadakayo a dikay agsapata a pulos no agkarikayo. Diyo pagsaksi ti langit ta isu ti trono ti Dios, 
San Mateo|5|35|wenno ti daga ta isu ti pagbatayan dagiti sakana, wenno ti Jerusalem ta isu ti siudad ti naindaklan nga Ari. 
San Mateo|5|36|Dimo met pagsapata ti ulom, agsipud ta dika makaaramid iti uray maysa la a buok, puraw man wenno nangisit. 
San Mateo|5|37|Kastoy laeng ti kunayo: no wen, 'Wen;' no saan, 'Saan,' ta agtaud iti Managdakdakes ti aniaman nga inayonyo." 
San Mateo|5|38|"Nangngegyo a naisao, 'Mata iti mata; ngipen iti ngipen.'
San Mateo|5|39|Ngem ita, ibagak kadakayo a diyo balsen ti siasinoman a mangdangran kadakayo. No adda mangtungpa iti makannawan a pingpingmo, itayam pay ti makannigid. 
San Mateo|5|40|Kasta met a no adda mangidarum kenka tapno alaenna ti badom, bay-am nga alaenna pay ti kagaymo. 
San Mateo|5|41|Siasinoman a mangipapilit a kumuyogka kenkuana iti maysa a kilometro, kuyogem pay iti maikadua. 
San Mateo|5|42|No adda dawatenda kenka, itedmo; no adda bulodenda kenka, ipabulodmo." 
San Mateo|5|43|"Nangngegyo a naisao, 'Ayatem dagiti gagayyemmo ngem guraem dagiti kabusormo.'
San Mateo|5|44|Ngem ita, ibagak kadakayo: Ayatenyo dagiti kabusoryo ket ikararaganyo dagiti mangidadanes kadakayo, 
San Mateo|5|45|tapno agbalinkayo nga annak ni Amayo sadi langit. Ta padapada a pagraniagenna ti initna kadagiti naimbag ken kadagiti dakes a tattao. Mangted iti tudo kadagiti agaramid iti naimbag, kasta met kadagiti agaramid iti dakes. 
San Mateo|5|46|Apay a gunggonaannakayo koma ti Dios no dagiti laeng agayat kadakayo ti ayatenyo? Kasta met ti aramiden dagiti agsingsingir iti buis! 
San Mateo|5|47|Ket no dagiti laeng gagayyemyo ti kasaoyo, adda kadi pakaidumaanyo kadagiti sabali a tattao? Kasta met ti aramid dagiti Hentil! 
San Mateo|5|48|Masapul ngarud nga awan pagkuranganyo a kas ken ni Amayo sadi langit nga awan pagkuranganna."
San Mateo|6|1|"Kitaenyo ta diyo pagpasindayag ti panagaramidyo iti naimbag kadagiti tattao. Ta no kasta ti aramidenyo, dinakayto gunggonaan ni Amayo sadi langit. 
San Mateo|6|2|"Ngarud, no mangtedka iti tulong, dimo iwaragawag a kas iti ar-aramiden dagiti aginsisingpet iti uneg dagiti sinagoga ken kadagiti kalsada. Aramidenda daytoy tapno dayawen ida dagiti tattao. Laglagipenyo nga inawatdan ti gunggonada. 
San Mateo|6|3|No manglimoska, mangtedka a saan a maammoan uray ti kaasitgan a gayyemmo, 
San Mateo|6|4|no di ket aramidem a sililimed. Ket ni Amam a makakita iti aramidmo a sililimed, gunggonaannakanto." 
San Mateo|6|5|"No agkararagkayo, diyo tuladen dagiti aginsisingpet! Igagarada ti agkararag a sitatakder kadagiti sinagoga ken kadagiti lanlansangan tapno makita ida dagiti tattao. Laglagipenyo nga inawatdan ti gunggonada. 
San Mateo|6|6|Ngem no agkararagka, sumrekka iti kuartom, irikepmo ti ridaw, saka agkararag ken ni Amam a di makita. Ket isu a makakita kenka nga agkararag iti nalimed, gunggonaannakanto. 
San Mateo|6|7|"No agkararagkayo, diyo ulit-uliten dagiti awan serserbina a sasao, kas kadagiti pagano a mangipagarup a maipangagda gapu kadagiti atiddog a kararagda. 
San Mateo|6|8|Diyo tuladen ida; ta ammon ni Amayo dagiti kasapulanyo sakbay nga agdawatkayo kenkuana. 
San Mateo|6|9|Kastoy ngarud ti panagkararagyo:'Amami sadi langit:Madaydayaw koma ti nasantoan a naganmo; 
San Mateo|6|10|Umay koma ti Pagariam;Matungpal koma ti pagayatam ditoy daga a kas sadi langit. 
San Mateo|6|11|Itedmo kadakami ti taraonmi ita nga aldaw; 
San Mateo|6|12|Pakawanennakami kadagiti basbasolmi,A kas iti pammakawanmi kadagiti nakabasol kadakami; 
San Mateo|6|13|Dinakam iturong iti nakaro a pakasuotan;Ilisinakami ketdi iti Managdakdakes.'
San Mateo|6|14|"No pakawanenyo dagiti nakabasol kadakayo, pakawanennakayto met ni Amayo sadi langit. 
San Mateo|6|15|Ngem no diyo pakawanen dagiti nakabasol kadakayo, dinto met pakawanen ni Amayo dagiti basbasolyo." 
San Mateo|6|16|"No agayunarkayo, dikay agparang a naliday a kas kadagiti aginsisingpet, ta agpammarangda a nakakaasi tapno maammoan dagiti tattao nga agay-ayunarda. Laglagipenyo nga inawatdan ti gunggonada. 
San Mateo|6|17|Ngem no agayunarka, agdiram-oska ket sagaysayem ti buokmo 
San Mateo|6|18|tapno awan makadlaw nga agay-ayunarka—ni laeng Amam a di makita ti makaammo. Ket isu a makaimatang iti aramidmo a nalimed, gunggonaannakanto." 
San Mateo|6|19|"Dikay agurnong iti kinabaknang nga agpaay kadakayo ditoy daga, ta ditoy dadaelen ti sanga ken lati, ket serken ken takawen dagiti mannanakaw. 
San Mateo|6|20|Agurnongkayo ketdi iti kinabaknang nga agpaay kadakayo sadi langit, ta sadiay saan nga agratik ken aglati, ket saan a serken ken takawen dagiti mannanakaw. 
San Mateo|6|21|Ta no sadino ti ayan ti gamengmo, adda met idiay ti pusom." 
San Mateo|6|22|"Ti mata ti pannakasilaw ti bagi: no nasalun-at ti matam, nalawag ti entero a bagim. 
San Mateo|6|23|Ngem no saan a nasalun-at ti matam, nasipnget ti entero a bagim. Isut' gapuna a no nakudrep ti silawmo, anian a kinasipnget!" 
San Mateo|6|24|"Awan ti makapagserbi iti dua nga appo: ta guraenna ti maysa ket ayatenna ti sabali, wenno agserbi a sipupudno iti maysa ket umsienna ti sabali. Diyo mapaggiddan a pagserbian ti Dios ken ti sanikua." 
San Mateo|6|25|"Daytoy ti gapuna nga ibagak kadakayo a diyo pakadanagan ti pagbiagyo, no ania ti kanenyo ken inumenyo, wenno ti lupot a pagkawesyo. Saan aya a napatpateg ti biag ngem ti taraon? Saan aya a napatpateg ti bagi ngem ti kawes? 
San Mateo|6|26|Kitaenyo dagiti tumatayab: dida agmula, dida agani, dida agipempen iti kamalig. Ngem taraonan ida ni Amayo sadi langit. Saankayo aya a napatpateg ngem dagiti tumatayab? 
San Mateo|6|27|Siasino kadakayo ti makapaatiddog iti biagna babaen iti panagdandanagna? 
San Mateo|6|28|"Ken apay a pakadanaganyo ti pagan-anay? Kitaenyo ti panagdakkel dagiti lirio iti tay-ak: dida agtrabaho wenno agabel. 
San Mateo|6|29|Ngem ibagak kadakayo nga uray ni Solomon, iti amin a kinabaknangna, awan kawesna a napimpintas ngem iti uray maysa kadagitoy a sabsabong. 
San Mateo|6|30|No ti Dios kawesanna dagiti ruot iti tay-ak, ruot nga adda ita ket inton bigat maisungrod, saan aya a nangnangruna a kawesannakayo? Nagbassit ketdin ti pammatiyo! 
San Mateo|6|31|Isut' gapuna a dikay masikoran. Diyo kunkuna, 'Pangalaanminto ngarud iti kanenmi? wenno inumenmi? wenno kawesmi?'
San Mateo|6|32|Dagitoy ti ipangpangruna a biroken dagiti Hentil. Ammo ni Amayo sadi langit a masapulyo amin dagitoy. 
San Mateo|6|33|Ipangpangrunayo ketdi a biroken ti Pagarianna ken tungpalen ti pagayatanna, ket itednanto amin a kasapulanyo. 
San Mateo|6|34|Isut' gapuna a diyo pakasikoran ti agpaay kadakayo inton bigat; ta ti sumaganad nga aldaw adda bukodna a parikut. Umdasen ti parikut ti maysa nga aldaw iti dayta nga aldaw."
San Mateo|7|1|"Diyo ukomen dagiti sabali tapno dinakayto met ukomen ti Dios, 
San Mateo|7|2|ta ukomennakayto ti Dios a kas iti panangukomyo kadagiti sabali. Ti pangrukodyo iti sabali isunto met laeng ti pangrukod ti Dios kadakayo. 
San Mateo|7|3|Apay a dillawem ti puling iti mata ni kabsatmo, no dimo pay madlaw ti troso iti matam? 
San Mateo|7|4|Kasano nga ibagam nga ikkatem ti puling iti mata ni kabsatmo no dimo pay madlaw ti troso iti matam? 
San Mateo|7|5|Aginsisingpet! Ikkatem pay nga umuna ti troso iti matam, tapno nalawag ti panagkitam a mangikkat iti puling iti mata ni kabsatmo. 
San Mateo|7|6|"Diyo ited kadagiti aso ti aniaman a nasantoan, amangan no darupen ken kagatendakayo. Diyo met ipurruak dagiti perlasyo kadagiti baboy—ta baddebaddekandanto laeng." 
